ZC,ET3505,088211111,V2.00.2129.001

1.628795e-09,8.736262e-03

1.629171e-09,8.210965e-03

1.629198e-09,8.158488e-03

1.629156e-09,8.169262e-03

1.629206e-09,8.147875e-03

1.629207e-09,8.151408e-03

1.629222e-09,8.132922e-03

1.629195e-09,8.149997e-03

1.629224e-09,8.115889e-03

1.629224e-09,8.114056e-03

1.629203e-09,8.108394e-03

1.629221e-09,8.128195e-03

1.629216e-09,8.116229e-03

1.629207e-09,8.121313e-03

1.629189e-09,8.093666e-03

1.629223e-09,8.103511e-03

1.629227e-09,8.103278e-03

1.629210e-09,8.092902e-03

1.629178e-09,8.095624e-03

1.629174e-09,8.099757e-03

1.629187e-09,8.093296e-03

1.629226e-09,8.100340e-03

1.629177e-09,8.097531e-03

1.629191e-09,8.114709e-03

1.629220e-09,8.094416e-03

1.629222e-09,8.106736e-03

1.629220e-09,8.108854e-03

1.629218e-09,8.095194e-03

1.629193e-09,8.112687e-03

1.629180e-09,8.104146e-03

1.629209e-09,8.112969e-03

1.629182e-09,8.088669e-03

1.629214e-09,8.107101e-03

1.629221e-09,8.080562e-03

1.629187e-09,8.084241e-03

1.629205e-09,8.096905e-03

1.629190e-09,8.108309e-03

1.629204e-09,8.107297e-03

1.629208e-09,8.103182e-03

1.629209e-09,8.092482e-03

1.629202e-09,8.086345e-03

1.629201e-09,8.083334e-03

1.629208e-09,8.103771e-03

1.629152e-09,8.103228e-03

1.629209e-09,8.119175e-03

1.629199e-09,8.131508e-03

1.629167e-09,8.110989e-03

1.629207e-09,8.125435e-03

1.629178e-09,8.122632e-03

1.629193e-09,8.127901e-03

1.629188e-09,8.105487e-03

1.629173e-09,8.107344e-03

1.629148e-09,8.119860e-03

1.629156e-09,8.112454e-03

1.629154e-09,8.112478e-03

1.629177e-09,8.134309e-03

1.629158e-09,8.147500e-03

1.629152e-09,8.150138e-03

1.629177e-09,8.127447e-03

1.629170e-09,8.145032e-03

1.629128e-09,8.132951e-03

1.629132e-09,8.129882e-03

1.629125e-09,8.136515e-03

1.629131e-09,8.139964e-03

1.629157e-09,8.146140e-03

