1.630387e-09,8.770613e-03

1.630448e-09,8.769101e-03

1.630388e-09,8.789185e-03

1.630369e-09,8.760953e-03

1.630394e-09,8.758705e-03

1.630382e-09,8.760699e-03

ZC,ET3505,100967003,V2.00.2129.001

1.630395e-09,8.771606e-03

1.630393e-09,8.770449e-03

ZC,ET3505,100967003,V2.00.2129.001

1.630383e-09,8.763995e-03

1.630405e-09,8.769515e-03

ZC,ET3505,100967003,V2.00.2129.001

1.630361e-09,8.770429e-03

ZC,ET3505,100967003,V2.00.2129.001

ZC,ET3505,100967003,V2.00.2129.001

1.630366e-09,8.766259e-03

1.630348e-09,8.785819e-03

1.630383e-09,8.743696e-03

1.630396e-09,8.782364e-03

1.630387e-09,8.764392e-03

1.630396e-09,8.776921e-03

1.630380e-09,8.781556e-03

1.630410e-09,8.783154e-03

1.630420e-09,8.784452e-03

1.630388e-09,8.766363e-03

1.630398e-09,8.764166e-03

1.630396e-09,8.783006e-03

1.629983e-09,8.769597e-03

1.629984e-09,8.782727e-03

1.630055e-09,8.762243e-03

1.630035e-09,8.756598e-03

1.630054e-09,8.768445e-03

1.630039e-09,8.774682e-03

1.630075e-09,8.766153e-03

1.630034e-09,8.759919e-03

1.629993e-09,8.757718e-03

1.630006e-09,8.775637e-03

1.630020e-09,8.785516e-03

1.630055e-09,8.754884e-03

1.630017e-09,8.747281e-03

1.630041e-09,8.789823e-03

1.630067e-09,8.761688e-03

1.630007e-09,8.820870e-03

1.630052e-09,8.775831e-03

1.630024e-09,8.776990e-03

1.629998e-09,8.760770e-03

1.630074e-09,8.764649e-03

1.630043e-09,8.780274e-03

1.630031e-09,8.745912e-03

1.629988e-09,8.787110e-03

1.630059e-09,8.761765e-03

1.630019e-09,8.757296e-03

1.630066e-09,8.766009e-03

1.630013e-09,8.773807e-03

1.630036e-09,8.765637e-03

