1.629159e-09,8.149254e-03

1.629119e-09,8.150861e-03

1.629108e-09,8.149542e-03

1.629114e-09,8.160532e-03

1.629144e-09,8.145163e-03

1.629127e-09,8.169744e-03

1.629105e-09,8.157262e-03

1.629129e-09,8.137889e-03

1.629125e-09,8.138116e-03

1.629141e-09,8.166295e-03

1.629128e-09,8.137829e-03

1.629158e-09,8.154780e-03

1.629122e-09,8.162475e-03

2.646819e-13,7.604282e-02

1.610754e-09,8.157057e-03

1.615121e-09,8.278612e-03

1.635210e-09,8.213896e-03

1.634728e-09,8.241284e-03

1.636240e-09,8.198415e-03

1.637125e-09,8.164492e-03

1.613884e-09,8.307133e-03

1.611734e-09,8.302618e-03

1.623587e-09,8.164948e-03

1.626871e-09,8.283321e-03

1.614282e-09,8.353520e-03

1.613996e-09,8.185373e-03

1.614046e-09,8.282613e-03

1.623148e-09,8.215126e-03

1.624801e-09,8.211116e-03

1.612367e-09,8.347266e-03

1.612593e-09,8.358517e-03

1.626476e-09,8.311792e-03

1.624169e-09,8.355999e-03

1.612176e-09,8.406959e-03

1.633153e-09,8.373860e-03

1.610870e-09,8.433426e-03

1.607169e-09,8.473967e-03

1.634716e-09,8.368136e-03

1.638283e-09,8.338096e-03

1.626460e-09,8.392319e-03

1.621855e-09,8.398118e-03

1.612349e-09,8.389327e-03

1.612360e-09,8.431530e-03

1.627084e-09,3.470408e-02

1.566239e-09,8.485736e-03

1.573683e-09,8.324132e-03

1.555175e-09,8.343188e-03

1.628884e-09,8.110280e-03

1.811370e-09,7.401978e-03

1.812344e-09,7.450507e-03

1.127802e-12,8.055088e-02

1.111873e-12,1.020288e-01

1.107684e-12,8.087336e-02

1.124524e-12,1.005762e-01

1.629053e-09,9.382491e-03

1.628943e-09,8.247504e-03

1.811533e-09,7.503948e-03

